calendario,sector,nombreestablecimiento,telefono,nombre_Rector,correo_Electronico,direccion,secretaria,zona,tipo_Establecimiento,etnias,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,internado,estrato_Socio_Economico,año
A,,COLEGIO CARLOS ARANGO VELEZ (IED),7104423 / 7134726,MARYING SACHICA CIPRIAN,coldicarlosarangov8@redp.edu.co,KR 70 B 24 B 35 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,MÚLTIPLE DISCAPACIDAD,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO AQUILEO PARRA (IED),6704916 -- 6745973,CARLOS EDUARDO GALAN CASTRO,insdiaquileoparrav1@redp.edu.co,KR 18 A 187 67,BOGOTA,URBANA,INSTITUCION EDUCATIVA,AFRODESCENDIENTE,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,"SV-BAJA VISIÓN,OTRA DISCAPACIDAD,LIMITACIÓN FISICA (MOVILIDAD),MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO INSTITUTO TECNICO  LAUREANO GOMEZ  (IED),4345708 / 4339567 /,JOSE ARNULFO PULIDO ROJAS,intdilaureanogomez10@redp.edu.co,CL 90 A 95 D 56,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",TÉCNICO / ACADÉMICO,"INDUSTRIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO ESCUELA NACIONAL DE COMERCIO (IED),3418864 / 3418865,HENRY BARRERA SIERRA,enaldecomercio17@redp.edu.co,KR 9 10 37,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO FEMENINO LORENCITA VILLEGAS DE SANTOS (IED),2407282,MARIA VICTORIA CASTRO JIMENEZ,innalfemlorencitav12@redp.edu.co,KR 52 76 63,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO MARCO TULIO FERNANDEZ (IED),2514363 -- 4365226 -- 4367108,JOSE FELIX CALDERON MANRIQUE,colmarcotuliofernand@redp.edu.co,CL 63 B 71 A 16,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,4,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO DARIO ECHANDIA (IED),4522723 / 4522825,VIRGINIA NADER DE MAYORGA,coldidarioechandia8@redp.edu.co,CL 22 SUR 100 B 10,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO NUEVA CONSTITUCION (IED),4314351 / 4312660,JOHN ALEXANDER LOPEZ MORENO,cednvaconstitucio10@redp.edu.co,KR 107 B 74 B 31,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO MORISCO (IED),2760358,BLANCA ISABEL PEREZ ORTIZ,escdimorisco10@redp.edu.co,DG 83 73 A 12,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,"TALENTO CIENTIFICO,TALENTO TECNOLOGICO,TALENTO SUBJETIVO/ARTÍSTICO",,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO SAN JOSE NORTE (IED),2517960 / 4371512,MARLEN DEL CARMEN MARTINEZ DE MUÑOZ,escdisanjosenorte10@redp.edu.co,KR 84 75 A 09,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO REPUBLICA DE CHINA (IED),2523501 / 2521154,RICARDO CASTRILLON LOZANO,escdirepdechina10@redp.edu.co,KR 91 82 20,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO GUSTAVO RESTREPO (IED),3662125 -- 2727202,LUDER ENRIQUE JEREZ CORTES,coldigustavorestre18@redp.edu.co -- colgustavorestrepo18ied@gmail.com,CL 28 SUR 14 51,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,TARDE",TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15,17,18,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,"OTRA DISCAPACIDAD,SÍNDROME DE DOWN",,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO ALFREDO IRIARTE (IED),7697178,CARLOS EDGAR NIÑO JARAMILLO,cedchircales18@redp.edu.co,KR 5 J 48 J 01 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,4,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO MANUEL CEPEDA VARGAS (IED),7763393 -- 7820397 -- 7771571,LUIS FRANCISCO GALLO PINZON,cedbritalia8@redp.edu.co,CL 56 SUR 81 26,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,6,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO JAIRO ANIBAL NIÑO IED,2658459 -- 4527019,JUAN CARLOS PAEZ SEGURA,cedpatiobonito8@yahoo.com -- clerudy7@yahoo.es,KR 87 H BIS 39 A 23 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO RAFAEL BERNAL JIMENEZ (IED),2509780 -- 2315078,HUGO ENRIQUE CERON GROSSO,coldirafaelbernalj12@redp.edu.co,KR 53 75 17,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO CIUDAD DE MONTREAL (IED),7913793,AMARELIS LUCIA JIMENEZ JIMENEZ,cedciudaddemontre19@redp.edu.co,KR 17 B 64 B 45 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,"0,1,2,3,4,5,6,7,8,9","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO PALERMO SUR (CED),7697168,SEGUNDO PABLO CASTILLO IANDAZURI,cedpalermosur18@redp.edu.co  --  cedpalermosur18@gmail.com,CR. 2B NO.49D-41 SUR,BOGOTA,"RURAL,URBANA",CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,"-2,-1,0,1,2,3,4,5,6,8",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO LA TOSCANA - LISBOA (IED),6971055,ESPERANZA RAMOS RAMIREZ,cedlatoscana11@redp.edu.co,CL 132 D 132 05,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO PALERMO  IEDIP  (IED),3203220 -- 2850618 -- 2857194,MARBEL CALA RODRIGUEZ,cedpalermocedip13@redp.edu.co,KR 23 49 37,BOGOTA,URBANA,INSTITUCION EDUCATIVA,AFRODESCENDIENTE,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",TÉCNICO / ACADÉMICO,"OTRO,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO MANUEL ELKIN PATARROYO (IED),3383933,JANETH AMELIA MOLINA GAITAN,cedmanuelelkinpat3@redp.edu.co,CL 32 A 3 C 37,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),7152774 - 7157106,AURA MARIA HIGUERA ESCOBAR,cedciudadbolivar19@redp.edu.co auramariahiguerae@gmail.com,CL 70 SUR 54 12,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO ALVARO GOMEZ HURTADO (IED),6845715 -- 6845716,GLADYS MAUREN MARTINEZ DE PINZON,cedalvarogomezhur11@redp.edu.co,KR 100 A 130 18,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,4,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO BRAVO PAEZ (IED),2798056 / 2057376,DEYSI CAROLINA ROCHA RAMOS,cedbravopaez18@redp.edu.co,CL 37 SUR 23 51,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS",,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,SI,,,2016
A,,COLEGIO QUIROGA ALIANZA (IED),2727097 - 3043997153,EDNA AMPARO CHAVES CARO,cedquirogaalianza18@redp.edu.co  --  colquirogaalianza18@gmail.com,KR 23 34 20 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO BENJAMIN HERRERA (IED),7410676 -- 2303780,DEIBER URIEL VILLAR UÑATE,coldibenjaminherre16@redp.edu.co,KR 51 A 26 38 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",TÉCNICO / ACADÉMICO,"INDUSTRIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO RAFAEL DELGADO SALGUERO (IED),7270741,LAUDY MARLEN GARZON ESCARRAGA,escdigeneralpaez18@redp.edu.co,KR 27 37 49 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,HIPOACUSIA O BAJA AUDICIÓN",,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO LA VICTORIA (IED),2068504 -- 3639119,ROSA MARGARITA CUADROS ALVAREZ,cedlavictoria4@redp.edu.co,KR 3 B ESTE 38 25 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"TRANSTORNO DEL ESPECTRO AUTISTA,SV-BAJA VISIÓN,DI-COGNITIVO,OTRA DISCAPACIDAD,LIMITACIÓN FISICA (MOVILIDAD)",,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO SAN ISIDRO SUR ORIENTAL (IED),2397232,FABIO GAITAN CALDERON,cedsanisidrosuror4@redp.edu.co,CL 34 SUR 7 A 88,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO INEM SANTIAGO PEREZ (IED),7675760 / 7603737 / 2058723,LINEY CONSTANZA ROJAS PACANCHIQUE,inemsantiagoperez6@redp.edu.co / santiagoperez6@edu.co,KR 24 49 86 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",TÉCNICO / ACADÉMICO,"OTRO,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,OTRA DISCAPACIDAD,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO LICEO NACIONAL ANTONIA SANTOS (IED),2473421,IRMA TORO CASTAÑO,lnalantoniasantos14@redp.edu.co,CL 12 21 14,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO MISAEL PASTRANA BORRERO (IED),2391681 -- 2725684 -- 3005680990,JOSE LUIS RAMIREZ CALDERON,cedmisaelpastrana18@redp.edu.co - colmisaelpastrana18@gmail.com,KR 10 A 59 05,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO SORRENTO (IED),2626929  --  2626665  --  2622159,MARIA MERCEDES BELTRAN PABON,coldisorrento16@redp.edu.co,CL 5 B 53 C 74,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO ISMAEL PERDOMO (IED),7759068 -- 7757889,MARTHA JANETH ARIAS CORTES,cedismaelperdomo19@redp.edu.co,CL 64 SUR 71 F 18,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ETNOEDUCACIÓN,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN",,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO NUEVA ESPERANZA (IED),3676018 -- 3676032 -- 3654999 -- 2006679 -- 365490,AMANDA DELGADO MUNEVAR,cednvaesperanza5@redp.edu.co,KR 15 ESTE 76 72 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO AGUAS CLARAS (IED),3283369 -- 3332857,JULIO ALFONSO ROMERO RUIZ,cedaguasclaras4@redp.edu.co,CL 14 SUR 22 01 ESTE,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,ÚNICA",NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO SANTA LIBRADA (IED),7674757,MIRIAM INES GUEVARA RODRIGUEZ,cedsantalibrada5@redp.edu.co,CL 75 A SUR 1 B 45 ESTE,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO SANTA MARTHA  (IED),7671600 -- 2004328 -- 7671630,HERMES MEDARDO REINA CAJIAO,cedsantamartha5@redp.edu.co,CL 69 SUR 1 B 37 ESTE,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO EDUARDO SANTOS (IED),3331159 -- 3372099 -- 2338669,MARIA CONSTANZA HENAO CORTES,cededuardosantos14@redp.edu.co,KR 19 A BIS 1 A 55,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO SAN FRANCISCO (IED),7178689,CESAR ALBERTO LOPEZ MALAGON,coldisanfrancisco19@redp.edu.co,KR 22 64 29 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,99","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,HIPOACUSIA O BAJA AUDICIÓN,,3,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO OFELIA URIBE DE ACOSTA (IED),7735125 -- 7735126 -- 7735189,LUIS MARIO LANZA RODRIGUEZ,cedelbosque5@redp.edu.co,CL 81 A SUR 6 40 ESTE,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO BRASILIA - USME (IED),7672233 -- 7622130,LUZ AMPARO MONCADA CARDENAS,cedbrasiliausme5@redp.edu.co,KR 1 BIS B ESTE 73 B 97 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,2,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
